Warehouse_ID,Location,Current_Stock,Demand_Forecast,Lead_Time_Days,Shipping_Time_Days,Stockout_Risk,Operational_Cost,Supplier_ID,Product_Category,Monthly_Sales,Order_Processing_Time,Return_Rate,Customer_Rating,Warehouse_Capacity,Storage_Cost,Transportation_Cost,Backorder_Quantity,Damaged_Goods,Employee_Count,total_time,sales_per_employee,processing_per_unit,demand_gap,inventory_status,warehouse_utilization,utilization_category,inventory_turnover,turnover_category,damage_rate,forecast_error,forecast_category,accuracy,accuracy_category,demand_sales_zone,total_cost,Monthly_Revenue,profit_margin,estimated_profit,risk_score,salary_cost,salary_per_employee,revenue_per_employee,stock_per_employee,required_emp_sales,required_emp_stock,ideal_employee_count
WH366,Los Angeles,1670,1713,10,2,20,71498,S813,Apparel,2147,0.7200289387458421,3.94978986646152,1.610447554524986,37590,19542,13230,123,15,90,2.720028938745842,23.855555555555554,0.0003353651321592185,-434,Shortage,0.0444267092311785,Very Low,1.2856287425149702,Healthy,0.008982035928143712,-434,Under-Forecast,1.2533566841798016,Overperforming,Low Demand Zone,32772,107350,0.9005905920759757,74578,9.1876315707169,38726,430.2888888888889,1192.7777777777778,18.555555555555557,21.127015217718846,32.822545036817836,27.0
WH286,Los Angeles,2208,1339,8,1,15,95778,S560,Automotive,5219,3.624469253168056,5.915695635401246,4.205013314821327,26580,13840,12534,160,31,34,4.624469253168056,153.5,0.0006944758101490813,-3880,Overstock,0.08306997742663656,Very Low,2.3636775362318843,Fast Moving,0.014039855072463768,-3880,Under-Forecast,3.8976848394324124,Highly Overperforming,Low Demand Zone,26374,260950,0.9389265282063729,234576,7.778920647142113,69404,2041.2941176470588,7675.0,64.94117647058823,51.3562610252793,43.39651463550526,47.0
WH023,San Francisco,2635,4395,10,7,23,73077,S603,Groceries,8989,3.6185995041749854,9.459499629543489,2.0187091127591867,36191,7937,14852,54,4,78,10.618599504174986,115.24358974358974,0.00040255862767549065,-4594,Shortage,0.07280815672404742,Very Low,3.411385199240987,Fast Moving,0.0015180265654648956,-4594,Under-Forecast,2.045278725824801,Highly Overperforming,Future Demand Zone,22789,449450,0.954591891170979,426661,12.038305296832686,50288,644.7179487179487,5762.179487179487,33.782051282051285,88.4540008346878,51.78886597126647,70.0
WH428,Seattle,1799,484,5,3,25,57671,S469,Apparel,4671,2.128322844311441,7.933189235079049,1.4774264053473645,34452,18186,14587,253,36,94,5.128322844311441,49.691489361702125,0.00045564608099153095,-4187,Overstock,0.052217578079647047,Very Low,2.596442468037799,Fast Moving,0.020011117287381877,-4187,Under-Forecast,9.650826446280991,Highly Overperforming,Low Demand Zone,32773,233550,0.8642584242026727,200777,12.385960105709929,24898,264.8723404255319,2484.574468085106,19.138297872340427,45.963804416378544,35.35793923427263,41.0
WH080,Seattle,4041,2603,7,4,8,92226,S103,Furniture,4073,4.151248720547726,7.02251724642419,1.4197695355080584,38531,15308,4244,194,49,93,8.151248720547727,43.795698924731184,0.0010192115690026335,-1470,Overstock,0.10487659287327088,Low,1.007918831972284,Healthy,0.01212571145756001,-1470,Under-Forecast,1.5647330003841722,Overperforming,Low Demand Zone,19552,203650,0.9216015275374426,184098,5.310392887364525,72674,781.4408602150538,2189.7849462365593,43.45161290322581,40.07933534316202,79.4226973016652,60.0
WH191,Seattle,848,4701,7,5,21,93258,S136,Groceries,9842,2.211782892403385,5.227020681668493,3.992986904463386,11429,12498,5777,175,5,64,7.211782892403384,153.78125,0.00022472900755978305,-5141,Shortage,0.07419721760433984,Very Low,11.606132075471699,Very Fast,0.00589622641509434,-5141,Under-Forecast,2.093597106998511,Highly Overperforming,Future Demand Zone,18275,492100,0.9628632391790286,473825,9.969875072425078,74983,1171.609375,7689.0625,13.25,96.84773347591471,16.66677736001289,57.0
WH049,Dallas,4357,4984,2,5,24,40932,S759,Automotive,3420,1.0055867631751922,3.931769230214336,2.256984920583489,42128,2181,8725,122,3,53,6.0055867631751925,64.52830188679245,0.00029403121730268777,1564,Shortage,0.10342290163311811,Low,0.7849437686481524,Slow Moving,0.0006885471654808355,1564,Overestimate (Unmet Demand),0.6861958266452648,Underperforming,Unmet Demand Zone,10906,171000,0.9521158705701078,160094,10.779737333213946,30026,566.5283018867924,3226.4150943396226,82.20754716981132,33.653652559198164,85.6334303745002,60.0
WH233,New York,2443,5093,6,5,22,80137,S201,Apparel,7676,3.38818925346934,1.0295708446586591,1.3830311064828682,32242,6179,2251,34,50,58,8.38818925346934,132.3448275862069,0.0004414003717391011,-2583,Shortage,0.07577073382544507,Very Low,3.1420384772820302,Fast Moving,0.020466639377814164,-2583,Under-Forecast,1.5071666993913215,Overperforming,Future Demand Zone,8430,383800,0.9771384568926469,375370,9.115011245210942,71707,1236.3275862068965,6617.241379310345,42.12068965517241,75.53375352175587,48.015256002961664,62.0
WH101,Chicago,4929,2198,7,2,7,59285,S406,Apparel,7953,2.076502400422968,6.961396945958712,3.456670588392209,42598,7843,6764,159,21,17,4.076502400422968,467.8235294117647,0.00026109674342046624,-5755,Overstock,0.11570965773040988,Low,1.613511868533171,Healthy,0.00426049908703591,-5755,Under-Forecast,3.6182893539581436,Highly Overperforming,Under-Forecast Zone,14607,397650,0.9632666918144096,383043,4.889697233513725,44678,2628.1176470588234,23391.176470588234,289.94117647058823,78.2595025740652,96.87564340507492,88.0
WH207,Miami,1463,4048,5,3,17,77723,S637,Furniture,2765,2.9049574786180954,2.4361907473894533,2.0412976291377984,30536,18584,14848,270,8,94,5.904957478618096,29.414893617021278,0.0010506175329541032,1283,Shortage,0.047910662824207494,Very Low,1.8899521531100478,Healthy,0.005468215994531784,1283,Overestimate (Unmet Demand),0.6830533596837944,Underperforming,Unmet Demand Zone,33432,138250,0.7581772151898735,104818,7.532497689015196,44291,471.1808510638298,1470.7446808510638,15.563829787234043,27.208289276661674,28.75412178973922,28.0
WH369,San Francisco,2314,1514,6,5,9,81364,S549,Groceries,5331,3.592180375409264,9.016686095198386,1.062427089758854,31325,12245,10053,70,11,10,8.592180375409264,533.1,0.0006738286204106666,-3817,Overstock,0.0738707102952913,Very Low,2.3038029386343992,Fast Moving,0.004753673292999135,-3817,Under-Forecast,3.52113606340819,Highly Overperforming,Under-Forecast Zone,22298,266550,0.9163459013318327,244252,6.306431930547415,59066,5906.6,26655.0,231.4,52.458368945346606,45.47986180550687,49.0
WH179,Denver,3850,3733,2,4,21,83283,S426,Furniture,9416,4.392024121655131,8.726997258989712,3.825005348963418,25907,7284,12751,199,3,16,8.39202412165513,588.5,0.0004664426637271804,-5683,Overstock,0.14860848419346123,Low,2.4457142857142857,Fast Moving,0.0007792207792207792,-5683,Under-Forecast,2.5223680685775514,Highly Overperforming,Future Demand Zone,20035,470800,0.9486869523218106,450765,11.01833294393068,63248,3953.0,29425.0,240.625,92.65578727994442,75.66874155194532,84.0
WH220,Dallas,1542,3354,7,1,23,36696,S271,Electronics,7295,4.272494208086773,7.826373236218778,4.310665840736364,48600,2541,713,264,16,48,5.272494208086773,151.97916666666666,0.0005856743259885912,-3941,Shortage,0.03172839506172839,Very Low,4.730869001297017,Fast Moving,0.010376134889753566,-3941,Under-Forecast,2.175014907573047,Highly Overperforming,Future Demand Zone,3254,364750,0.9910788211103495,361496,11.55102481133256,33442,696.7083333333334,7598.958333333333,32.125,71.78461854366977,30.306805057947965,51.0
WH268,Chicago,2383,697,5,5,14,84872,S636,Groceries,4982,2.5720078069726195,4.239142046638407,2.9446442275021387,39082,19243,10301,202,49,26,7.5720078069726195,191.6153846153846,0.000516260097746411,-4285,Overstock,0.060974361598689936,Very Low,2.0906420478388585,Fast Moving,0.020562316407889216,-4285,Under-Forecast,7.147776183644189,Highly Overperforming,Low Demand Zone,29544,249100,0.8786898478733313,219556,6.877911308913889,55328,2128.0,9580.76923076923,91.65384615384616,49.02412194442259,46.83600288786641,48.0
WH196,Houston,4003,1225,2,3,12,75092,S336,Furniture,7111,1.302660490899678,3.859126551471246,1.469343866587811,14012,4592,3788,137,5,84,4.302660490899678,84.6547619047619,0.0001831894938686089,-5886,Overstock,0.28568369968598345,Moderate,1.7764176867349488,Healthy,0.0012490632025980515,-5886,Under-Forecast,5.804897959183673,Highly Overperforming,Under-Forecast Zone,8380,355550,0.9259277469003848,347170,5.958112684402154,66712,794.1904761904761,4232.738095238095,47.654761904761905,69.97401267498776,78.6758369954382,74.0
WH376,San Francisco,3337,3349,5,5,10,88630,S566,Electronics,2070,0.8004787547521083,4.480422802331949,3.5877754784297347,28749,10282,3061,207,38,61,5.800478754752108,33.9344262295082,0.000386704712440632,1279,Shortage,0.11607360256008904,Low,0.6203176505843572,Slow Moving,0.011387473778843273,1279,Overestimate (Unmet Demand),0.6180949537175277,Underperforming,Unmet Demand Zone,13343,103500,0.9197784669915817,90157,5.347543082833238,75287,1234.2131147540983,1696.72131147541,54.704918032786885,20.36931602267257,65.58612741788092,43.0
WH199,Miami,3549,3228,10,3,13,74353,S158,Electronics,9527,1.7905954565362066,9.707976612626997,2.139907856204592,49867,1083,8062,188,4,56,4.790595456536207,170.125,0.00018794955983375737,-6299,Overstock,0.07116931036557242,Very Low,2.6844181459566077,Fast Moving,0.0011270780501549732,-6299,Under-Forecast,2.951363073110285,Highly Overperforming,Future Demand Zone,9145,476350,0.9756816584680253,467205,8.112731107203146,65208,1164.4285714285713,8506.25,63.375,93.7480549507254,69.75282175788413,82.0
WH092,Dallas,936,431,5,6,9,73884,S970,Automotive,7584,2.2190855205002795,2.152120281980923,4.870324471233605,32410,16534,12558,61,19,68,8.219085520500279,111.52941176470588,0.0002926009388845305,-7153,Overstock,0.028879975316260412,Very Low,8.102564102564102,Very Fast,0.0202991452991453,-7153,Under-Forecast,17.59628770301624,Highly Overperforming,Under-Forecast Zone,29092,379200,0.9393013207239523,350108,4.2517258281840205,44792,658.7058823529412,5576.470588235294,13.764705882352942,74.62845058741487,18.396348595485925,47.0
WH404,Atlanta,1785,565,2,4,7,56955,S185,Apparel,8992,1.1843095340584908,3.3007619706390727,3.01514959885601,21520,9662,12565,159,29,41,5.184309534058491,219.3170731707317,0.000131707021136398,-8427,Overstock,0.08294609665427509,Very Low,5.037535014005602,Very Fast,0.016246498599439777,-8427,Under-Forecast,15.91504424778761,Highly Overperforming,Under-Forecast Zone,22227,449600,0.9489747559744194,427373,3.795102540771554,34728,847.0243902439024,10965.853658536585,43.53658536585366,88.48352158254674,35.08278017408374,62.0
WH206,Dallas,4646,3459,10,4,14,88732,S585,Groceries,2984,4.231301558061503,2.8572873730434525,3.813049979608013,44144,14983,1982,110,22,64,8.231301558061503,46.625,0.0014179965006908522,475,Overstock,0.10524646611090975,Low,0.6422729229444684,Slow Moving,0.004735256134309083,475,Overestimate (Unmet Demand),0.8626770742989304,Underperforming,Unmet Demand Zone,16965,149200,0.8862935656836461,132235,6.458606788753329,71767,1121.359375,2331.25,72.59375,29.363303870364714,91.31349954554231,60.0
WH021,Houston,1888,3795,8,4,17,82892,S560,Electronics,3884,3.058123020196569,1.3109219039045117,4.622931173566437,30335,12391,10615,127,34,99,7.058123020196569,39.23232323232323,0.0007873643203389725,-89,Shortage,0.06223833855282677,Very Low,2.0572033898305087,Fast Moving,0.018008474576271187,-89,Under-Forecast,1.023451910408432,Accurate,Unmet Demand Zone,23006,194200,0.8815345005149331,171194,7.198679113544236,59886,604.9090909090909,1961.6161616161617,19.07070707070707,38.21952822804844,37.107164688330585,38.0
WH253,Miami,2962,552,5,3,17,99018,S491,Furniture,1392,2.974522506657157,9.38394043904657,4.136936831796843,10606,3671,13568,255,4,7,5.9745225066571575,198.85714285714286,0.002136869616851406,-840,Overstock,0.27927588157646616,Moderate,0.4699527346387576,Dead Stock,0.0013504388926401081,-840,Under-Forecast,2.5217391304347827,Highly Overperforming,Low Demand Zone,17239,69600,0.7523132183908046,52361,9.615587263381764,81779,11682.714285714286,9942.857142857143,423.14285714285717,13.697627006550832,58.21579544853559,36.0
WH484,Los Angeles,3743,410,5,1,23,81031,S376,Groceries,1897,0.6414395830320867,0.6489573120106318,1.788342617411549,48044,14036,11150,278,9,22,1.6414395830320867,86.22727272727273,0.00033813367582081534,-1487,Overstock,0.07790775122804096,Very Low,0.5068127170718675,Slow Moving,0.0024044883783061713,-1487,Under-Forecast,4.626829268292683,Highly Overperforming,Low Demand Zone,25186,94850,0.7344649446494464,69664,9.395408540116682,55845,2538.409090909091,4311.363636363636,170.13636363636363,18.666952896140035,73.56574016335878,46.0
WH392,Houston,2742,4889,9,3,22,67455,S545,Furniture,5933,1.1393086290943637,3.6921854761483752,3.1475901681058525,41692,2294,5421,129,32,11,4.139308629094364,539.3636363636364,0.00019202909642581555,-1044,Shortage,0.06576801304806677,Very Low,2.163749088256747,Fast Moving,0.011670313639679067,-1044,Under-Forecast,1.2135406013499692,Overperforming,Future Demand Zone,7715,296650,0.9739929209506152,288935,9.911156736936418,59740,5430.909090909091,26968.18181818182,249.27272727272728,58.382199015708395,53.891867359852995,56.0
WH326,Miami,3837,3017,7,6,16,54060,S276,Apparel,3145,0.6512476252277024,9.628371283236444,3.100092505654771,49681,7521,4161,287,5,13,6.651247625227702,241.92307692307693,0.0002070739666860739,-128,Overstock,0.07723274491254202,Very Low,0.8196507688298149,Slow Moving,0.0013031013812874641,-128,Under-Forecast,1.0424262512429565,Accurate,Low Demand Zone,11682,157250,0.9193623768986814,145568,9.28890231538532,42378,3259.846153846154,12096.153846153846,295.15384615384613,30.94758400546147,75.41323671034134,53.0
WH335,Houston,1423,3261,2,3,16,94094,S555,Electronics,8668,3.030536236273915,1.6633502865539338,3.8396133880730727,49197,7966,7011,103,31,96,6.030536236273916,90.29166666666667,0.0003496234698054817,-5407,Shortage,0.028924527918369008,Very Low,6.0913562895291635,Very Fast,0.02178496134926212,-5407,Under-Forecast,2.6580803434529288,Highly Overperforming,Future Demand Zone,14977,433400,0.9654430087678819,418423,6.905540574370959,79117,824.1354166666666,4514.583333333333,14.822916666666666,85.29528081378061,27.967953046342384,57.0
WH415,Chicago,4568,1768,7,6,12,97211,S388,Groceries,3154,2.2793792119689944,9.733098225039894,4.2742435372990215,47783,11813,546,247,12,46,8.279379211968994,68.56521739130434,0.0007226947406369672,-1386,Overstock,0.09559885314860934,Very Low,0.6904553415061296,Slow Moving,0.002626970227670753,-1386,Under-Forecast,1.7839366515837105,Overperforming,Low Demand Zone,12359,157700,0.9216296766011414,145341,7.7207175585802705,84852,1844.608695652174,3428.2608695652175,99.30434782608695,31.036146249038307,89.7804704959185,60.0
WH009,New York,4577,1024,8,4,13,67329,S104,Electronics,8412,4.408621821455748,9.61958336112876,3.1332236455678664,42346,16029,6976,229,10,25,8.408621821455748,336.48,0.0005240872350755763,-7388,Overstock,0.108085769612242,Low,1.8378850775617217,Healthy,0.002184837229626393,-7388,Under-Forecast,8.21484375,Highly Overperforming,Under-Forecast Zone,23005,420600,0.9469766068924803,397595,8.086530459507514,44324,1772.96,16824.0,183.08,82.7761769964839,89.95735846318277,86.0
WH397,Denver,4372,643,7,1,19,42195,S204,Automotive,8278,0.718415832716746,8.157148445402388,4.163828462305091,35116,18146,7702,35,40,40,1.718415832716746,206.95,8.678616002859943e-05,-7635,Overstock,0.12450165166875499,Low,1.893412625800549,Healthy,0.009149130832570906,-7635,Under-Forecast,12.87402799377916,Highly Overperforming,Under-Forecast Zone,25848,413900,0.8979273643917468,388052,10.049889272870487,16347,408.675,10347.5,109.3,81.45758359211766,85.928243653274,84.0
WH122,San Francisco,1332,1339,7,7,9,46106,S596,Groceries,3223,1.9334868111275203,9.51614841685385,2.5529092595720466,15012,19964,11533,190,35,39,8.933486811127521,82.64102564102564,0.0005999028269089421,-1884,Shortage,0.08872901678657075,Very Low,2.41966966966967,Fast Moving,0.026276276276276277,-1884,Under-Forecast,2.4070201643017177,Highly Overperforming,Low Demand Zone,31497,161150,0.867108695652174,129653,6.462727407939037,14609,374.5897435897436,4132.051282051282,34.15384615384615,31.715123449794056,26.179419155114587,29.0
WH157,Atlanta,2390,409,3,4,10,81644,S452,Apparel,9800,1.613687357610135,8.526445727444779,4.101969873834205,15979,9882,8995,33,45,29,5.613687357610135,337.9310344827586,0.0001646619752663403,-9391,Overstock,0.14957131234745605,Low,4.100418410041841,Fast Moving,0.01882845188284519,-9391,Under-Forecast,23.96088019559902,Highly Overperforming,Under-Forecast Zone,18877,490000,0.9614755102040816,471123,6.5635822537982875,62767,2164.3793103448274,16896.55172413793,82.41379310344827,96.43444300588948,46.973582417960856,72.0
WH269,Los Angeles,1403,4806,7,7,20,86006,S571,Apparel,6079,4.240567245749428,5.927271060017021,3.840806460419825,38733,16907,4024,274,14,31,11.240567245749428,196.09677419354838,0.0006975764510198106,-1273,Shortage,0.03622234270518679,Very Low,4.332858161083393,Fast Moving,0.009978617248752673,-1273,Under-Forecast,1.264877236787349,Overperforming,Future Demand Zone,20931,303950,0.9071733757062147,283019,9.781174903179732,65075,2099.1935483870966,9804.838709677419,45.25806451612903,59.81887541151042,27.574868674643966,44.0
WH366,Dallas,1217,564,2,4,15,64548,S783,Furniture,6930,1.2923014457024704,4.62530604167913,2.0263570666603763,33642,13415,14962,40,1,85,5.292301445702471,81.52941176470588,0.00018647928509415158,-6366,Overstock,0.036175019321086736,Very Low,5.694330320460148,Very Fast,0.0008216926869350862,-6366,Under-Forecast,12.287234042553191,Highly Overperforming,Under-Forecast Zone,28377,346500,0.9005905920759757,318123,7.387838320309819,36171,425.54117647058825,4076.470588235294,14.31764705882353,68.1929275541647,23.919184017848686,46.0
WH459,New York,1295,2782,2,1,23,60363,S286,Electronics,2694,3.2658912630718566,2.930826553951479,1.8008252145091657,24041,5744,2583,8,19,55,4.265891263071857,48.981818181818184,0.001212283319625782,88,Shortage,0.053866311717482636,Very Low,2.0803088803088805,Fast Moving,0.014671814671814672,88,Overestimate (Unmet Demand),0.9683680805176133,Slightly Under,Low Demand Zone,8327,134700,0.938181143281366,126373,10.083649510586989,52036,946.1090909090909,2449.090909090909,23.545454545454547,26.50963157733329,25.452213067472513,26.0
WH302,Los Angeles,2867,2066,9,2,12,88536,S872,Furniture,1220,1.339351015510263,6.523684812306979,3.74721074916523,29903,7233,4194,0,15,69,3.339351015510263,17.681159420289855,0.0010978287012379205,846,Overstock,0.09587666789285355,Very Low,0.425531914893617,Dead Stock,0.005231949773282177,846,Overestimate (Unmet Demand),0.590513068731849,Underperforming,Low Demand Zone,11427,61000,0.812672131147541,49573,6.758675028624078,77109,1117.5217391304348,884.0579710144928,41.55072463768116,12.005104129304607,56.34864468296811,34.0
WH112,Chicago,3120,4695,8,5,21,56043,S669,Furniture,8079,2.695718699122733,3.6408409199561977,3.497191590102298,38594,2330,1930,91,47,26,7.695718699122732,310.7307692307692,0.0003336698476448487,-3384,Shortage,0.08084158159299373,Very Low,2.589423076923077,Fast Moving,0.015064102564102564,-3384,Under-Forecast,1.7207667731629392,Overperforming,Future Demand Zone,4260,403950,0.9894541403639064,399690,9.496771506756092,51783,1991.6538461538462,15536.538461538461,120.0,79.49937398414092,61.321161984953086,70.0
WH428,Atlanta,3337,4873,4,3,23,33193,S810,Automotive,1712,4.409161311263766,8.464944948563986,4.898802640026029,17790,17299,2291,64,4,14,7.409161311263766,122.28571428571429,0.002575444691158742,3161,Shortage,0.18757729061270376,Low,0.5130356607731495,Slow Moving,0.001198681450404555,3161,Overestimate (Unmet Demand),0.3513236199466448,Underperforming,Unmet Demand Zone,19590,85600,0.8642584242026727,66010,11.739843089004319,13603,971.6428571428571,6114.285714285715,238.35714285714286,16.84650677817171,65.58612741788092,41.0
WH361,Dallas,4062,1475,8,3,9,39957,S498,Groceries,4224,3.1831758641995984,6.228950011162652,2.773447385033695,14738,9524,13636,66,42,54,6.183175864199598,78.22222222222223,0.0007535927708805868,-2749,Overstock,0.2756140588953725,Moderate,1.0398818316100442,Healthy,0.0103397341211226,-2749,Under-Forecast,2.863728813559322,Highly Overperforming,Low Demand Zone,23160,211200,0.9277272324984512,188040,5.471786923585133,16797,311.05555555555554,3911.1111111111113,75.22222222222223,41.565212985395625,79.83543589194853,61.0
WH140,Los Angeles,1449,1639,8,4,20,60432,S278,Groceries,7003,0.9921953643913656,8.938582936413296,3.158641904655892,41388,13400,1148,115,27,25,4.992195364391366,280.12,0.0001416814742812174,-5364,Shortage,0.03501014786894752,Very Low,4.832988267770877,Fast Moving,0.018633540372670808,-5364,Under-Forecast,4.2727272727272725,Highly Overperforming,Under-Forecast Zone,14548,350150,0.9584520919605883,335602,10.687164943035791,45884,1835.36,14006.0,57.96,68.91126575206572,28.478962729550325,49.0
WH005,San Francisco,2474,1871,9,4,23,44010,S498,Furniture,4844,1.7227181774408522,3.0435661743802185,3.832921047818327,33661,4235,3155,180,15,76,5.722718177440852,63.73684210526316,0.00035563959071859046,-2973,Overstock,0.07349751938445084,Very Low,1.957962813257882,Healthy,0.006063055780113177,-2973,Under-Forecast,2.5889898450026725,Highly Overperforming,Low Demand Zone,7390,242200,0.9519814446653413,234810,10.1148887690481,36620,481.8421052631579,3186.842105263158,32.55263157894737,47.66616754291108,48.62453677909421,48.0
WH487,Miami,3885,2529,9,6,19,58271,S695,Apparel,3921,1.094687117170832,9.132850739548806,4.176466027057744,30250,12697,6016,204,37,44,7.094687117170832,89.11363636363636,0.0002791856968045988,-1392,Overstock,0.1284297520661157,Low,1.0092664092664092,Healthy,0.009523809523809525,-1392,Under-Forecast,1.5504151838671412,Overperforming,Low Demand Zone,18713,196050,0.9045498597296608,177337,10.342712364721786,39558,899.0454545454545,4455.681818181818,88.29545454545455,38.583617451642105,76.35663920241754,57.0
